name	balance	scorumpower	posting_rewards_sp	curation_rewards_sp	post_count	comment_count	
svesten	2701.200000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
swaggerz97	73.951666670 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
sweetyz66	112.564348889 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
swerissen32	50.050000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
swije	286.944444440 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
swimfan94	2306.377276070 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
swtadeline	72.855200000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
syoo6	1131.277777780 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
szee84	452.620000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
szymczak	7874.622300000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
tabularasa99	825.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
taejin	1135.080412310 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
taidinh92	38.962755667 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
taijihong	2166.666666670 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
takdongil	0.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
takkurai0818	591.431883267 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
talanadya	72.507964821 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
talk2me007008	187.238333330 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
tanaro	735.455555560 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
tanimola	57.541666670 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
tansuv	155.998500000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
tapplos	1217.990666670 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
taras5521	110.106277780 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
tatenda77	21.799166670 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
taufik7000	0.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
taylor	0.000000000 SCR	249005.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
tbadu	223.164643990 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
tbid	156.377568666 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
tbus1987	1379.784000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
tbwealth	11.104845600 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
tcayton49	44.474000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
tcop	121.853572560 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
tdwm1996	47.160227340 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
te639931	116.167732425 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
teamdeano	152.156000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
techno	52.649400000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
technosurfer1	360.466481590 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
tedor7	293.988888890 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
teeraina	143.441551260 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
tefogno14	0.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
teiki	1006.790112830 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
tekar	0.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
teknikiller	153.446722223 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
temitayotate	9.455839520 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
teo182	146.222222220 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
teovasce	1668.071443340 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
terciya	520.656311940 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
terenac78	10.129210000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
terminator	1478.251500000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
terry51	14.544333330 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
terushen	2670.014000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
teschiopol98	1074.455543026 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
test	0.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
test1	0.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
test143	0.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
test145	0.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
test2	0.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
tetoranran2018	2158.576000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
texans1806	203.870466330 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
th3strang3r	43.457542600 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
thanhbit	1770.360000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
thanhthuat1193	720.235389000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
tharunc	936.563560590 SCR	1046.666666666 SP	0.000000000 SP	0.000000000 SP	0	0	
thashogun	100.767296000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
thatcryptominer	330.673333330 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
thatmalaygirl	0.000000000 SCR	1046.666666666 SP	0.000000000 SP	0.000000000 SP	0	0	
thejamesfund	110.841759198 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
thenewken	147.351666670 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
thepassenger	345.037333330 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
thepiap	1215.562333333 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
thepro	2.212210067 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
thestrongest	366.326389340 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
thien1421	297.044939036 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
thinhphat	512.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
thomas	0.000000000 SCR	279605.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
thomasyoung	120.716122220 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
thompson	0.000000000 SCR	96005.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
thuanhonda	121.401535728 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
thunderman	235.996445511 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
thupguongtrinh88	0.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
tiagomgraca1985	162.692444440 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
tiennie	1438.663685420 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
tiennie2	71.933184271 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
tigereye73	608.931977790 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
tim	297.111111110 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
tim111	2318.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
timesfriend	1078.511777780 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
timikhan	5391.509638302 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
timur1980	3502.275571380 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
tinafit985	1227.055555560 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
tinktina	93.190462158 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
tippbrueder365	261.940615028 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
tisbago	240.660988830 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
titenok	0.000000000 SCR	1046.666666666 SP	0.000000000 SP	0.000000000 SP	0	0	
tito	437.695320520 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
titou	107.692200000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
titusjudah	1004.015410003 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
tjeffries87	798.700000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
tjrgussla89	628.863358635 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
tk909	4627.466666670 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
tkchsobre2k3	502.718666667 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
tkris	316.764277780 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
tmdrb6230	968.704397110 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
tobirame777	544.795555560 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
tobito	175.161333330 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
tods69	116.955555560 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
tohea12	209.430800210 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
tom	113.614058110 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
tomaszpietka	15.870200000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
tommasoaloisi	237.133768949 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
tommie55	61.418950000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
tomorrowmin	581.631715340 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
tony88	271.456509455 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
tonyandres19	127.791111110 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
toontown760	691.667400000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
topcoin2018	874.222222222 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
topinvest	10.057111110 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
topskiyoleja	64.122350000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
toulali	149.551056000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
townsend	0.000000000 SCR	9905.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
toy7	1358.765887426 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
toyclicks	49.845000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
toyk81	429.197000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
tqdokkebi	1479.022222225 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
trace80	1117.238226688 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
tracynguyen	850.310951110 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
tradersod	524.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
tradingamarokian	556.690000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
travellincirucs	1207.665829340 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
trentcrypto21	1372.456211310 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
trevorsem	245.090301960 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
trhard01	150.167460000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
trinca83	50.112949310 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
tristan1980	100.048100000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
trungkien061097	180.401822220 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
truong	21.675166667 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
tschordano	1692.773268510 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
tskguy	2803.555555560 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
tsn89	53.003200000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
tubbel	361.243578010 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
tukahashi	1249.932266667 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
tulipan69	50.188593200 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
tulipe	54.022300000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
tupilek	193.800000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
turisas	334.305888889 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
turkif2020	155.639587540 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
turner	0.000000000 SCR	225005.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
turnupvol	28.419650000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
tusho	0.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
tutkuagir	54.432546590 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
twezo	663.569411556 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
twiggybuffalo	80.012510639 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
twinings211	5.889650000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
twinwen	210.800000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
twist	151.666666670 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
twitsbro	145.555555560 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
twobeers	169.858455680 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
twronz	114.752302690 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
txt520	0.621526405 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
tymur	904.297777780 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
tys0313sylvs	146.226666670 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
tytibitan	151.443888889 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
uberjeez	0.000000000 SCR	1046.666666666 SP	0.000000000 SP	0.000000000 SP	0	0	
uchenna	192.711272360 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
uchiha10	20.535595200 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
uchkel	0.093396159 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
uddins6	68.924744000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
uiuc2014	14.831266670 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
ulaf123	255.761265760 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
ulash	54.500000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
ulme1809	109.696147150 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
ulyssep	200.890569560 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
umut	80.897661987 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
und3rtak3rz	142.777777777 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
uneung	440.611111110 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
united29	4061.923445408 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
uol0728	0.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
uqitea27	79.369284190 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
urnxtmove	551.171297290 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
ursaking16	151.338982000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
usefree	243.571499996 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
ushyork1122	71.578664000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
utsavroy	240.093484223 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
ux9687	105.122000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
vadim2845	56.647855080 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
vahire76	155.161444440 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
valencia4scorum1	11.142725820 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
valeviga1	62.374966270 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
vanillagorilla	297.793908200 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
vankevich7	0.000000000 SCR	1046.666666666 SP	0.000000000 SP	0.000000000 SP	0	0	
vbnz622	27.255647940 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
vcds	591.058888889 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
vdudwov	1736.799558915 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
veelicia01	125.057073948 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
veerseer1979	399.980000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
vega33	274.701800001 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
vejacoin37	94.380344610 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
vembepson	3921.643299999 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
venko16032018bba	176.662666665 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
vennet	0.000000000 SCR	1046.666666666 SP	0.000000000 SP	0.000000000 SP	0	0	
venunadham	192.254142671 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
vergleb	5.900000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
veronicaribeiro	1608.496888890 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
veselevianoce12	498.256155200 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
victory57	60.974000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
videne	180.693091233 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
vidzem	8697.400000001 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
vijay07	722.766666670 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
vijayawasthi	37.296822956 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
vikasrao7	268.913965030 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
viking81	1339.923415611 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
viktars	100.300000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
viktor35	87.177436110 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
viktor79ya	1120.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
vin66sag	624.275634760 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
vincent	369400.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
vincenzo	1141.122222222 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
vincetra	173.721972210 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
vinotinto02	225.625000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
violethyesin	125.333333330 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
virk7	1101.200000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
virocrix	13.110000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
viskuzi	30000.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
visser94	463.007806780 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
vitalii	221.553333330 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
vitalit	164.989824937 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
vitasoymilk	552.237161350 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
vito125domani46	7.721007000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
vito65	46.111111110 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
vitop	998.270000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
vivaultra	0.000000000 SCR	1046.666666666 SP	0.000000000 SP	0.000000000 SP	0	0	
vivekjayan	234.384000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
vivian	3524.026666660 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
vjaroslavcev	63.272678890 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
vlad	0.469124095 SCR	1046.666666666 SP	0.000000000 SP	0.000000000 SP	0	0	
vladimir33k	122.004721110 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
volha	0.000000000 SCR	1046.666666666 SP	0.000000000 SP	0.000000000 SP	0	0	
volkoff1985	40000.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
vorux	487.505000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
vovanovak070792	501.930000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
vplatonof	123.581052000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
vsalonna	118.395555560 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
vsr123	175.923555560 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
vtl37	3392.198526944 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
vudaiduong	271.535555560 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
vugiahuy	122.400000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
vvsnoyabrsk	12.388911111 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
w3sl3y	1922.881080000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
w4w	5826.910322640 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
wadik	172.898666670 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
walker	0.000000000 SCR	12005.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
walodja	726.757428910 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
walshery460052	1820.259080050 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
walter87	1117.648602800 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
wangyu3980	1608.041111110 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
warrior1234	63.709200000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
warriorfaraaz	219.252500000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
washu102	1609.517821040 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
wastedheadshop	765.944444440 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
watcherjcs	379.345277780 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
watchnya	44.404865640 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
wave4aa	285.416666667 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
wcm	11474.501266670 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
webda2l	502.134824080 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
webdevguy	193.848335046 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
webguru77	76.284444440 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
welshnick08	146.646666670 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
werdn	47.999444440 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
westcoast	0.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
whitefang01	152.762926200 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
whitescar	0.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
whofe	8819.733333330 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
wickedweasel	105.234170960 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
wilkinsona	0.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
williamanhpt	539.530821474 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
williamdolsen	1866.666666670 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
williemacc	279.291611110 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
willowsc	74.565594751 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
wilson	0.000000000 SCR	276005.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
winbotcity	645.679380363 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
winforlife1	1357.950592560 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
withdrawal091982	127.663861040 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
withlove31	647.724000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
wjdkim1025	521.604000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
wladi123	296.993333330 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
wlgns6712	730.961111110 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
wlsgnsoo	413.931666900 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
wnsqja0948	1435.111111110 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
